DATE,EFFECTIFS
2016-08-24,03
2016-08-24,03
2016-08-24,03
2016-08-24,03
2016-08-25,03
2016-08-25,12
2016-08-26,12
2016-08-30,11
2016-08-30,11
2016-08-30,03
2016-08-30,03
2016-08-31,03
2016-08-31,03
2016-08-31,03
2016-09-01,03
2016-09-01,03
2016-09-02,11
2016-09-05,03
2016-09-05,03
2016-09-05,11
2016-09-05,11
2016-09-06,03
2016-09-06,11
2016-09-06,03
2016-09-06,03
2016-09-06,11
2016-09-06,11
2016-09-06,03
2016-09-06,03
2016-09-07,12
2016-09-07,11
2016-09-07,11
2016-09-07,11
2016-09-07,03
2016-09-07,03
2016-09-07,03
2016-09-07,11
2016-09-07,03
2016-09-07,03
2016-09-07,12
2016-09-07,03
2016-09-07,03
2016-09-07,03
2016-09-08,11
2016-09-08,03
2016-09-08,03
2016-09-08,21
2016-09-09,03
2016-09-09,03
2016-09-12,11
2016-09-12,03
2016-09-12,11
2016-09-13,03
2016-09-13,03
2016-09-13,12
2016-09-13,03
2016-09-13,03
2016-09-13,03
2016-09-13,03
2016-09-13,11
2016-09-13,12
2016-09-13,03
2016-09-13,11
2016-09-13,11
2016-09-14,11
2016-09-14,11
2016-09-14,03
2016-09-14,03
2016-09-14,03
2016-09-14,11
2016-09-14,03
2016-09-14,11
2016-09-14,11
2016-09-14,03
2016-09-14,03
2016-09-14,03
2016-09-14,11
2016-09-14,11
2016-09-15,03
2016-09-15,03
2016-09-15,11
2016-09-15,12
2016-09-15,03
2016-09-16,03
2016-09-16,03
2016-09-19,03
2016-09-19,03
2016-09-19,03
2016-09-19,03
2016-09-20,03
2016-09-20,03
2016-09-20,11
2016-09-20,11
2016-09-20,11
2016-09-20,03
2016-09-20,03
2016-09-20,03
2016-09-20,11
2016-09-20,11
2016-09-21,03
2016-09-21,03
2016-09-21,03
2016-09-21,03
2016-09-21,12
2016-09-21,11
2016-09-21,03
2016-09-21,03
2016-09-21,03
2016-09-22,03
2016-09-22,03
2016-09-22,03
2016-09-22,11
2016-09-22,03
2016-09-22,12
2016-09-22,12
2016-09-23,11
2016-09-23,03
2016-09-23,12
2016-09-23,11
2016-09-23,03
2016-09-23,11
2016-09-23,11
2016-09-23,03
2016-09-23,11
2016-09-23,03
2016-09-23,12
2016-09-23,03
2016-09-23,03
2016-09-26,11
2016-09-26,12
2016-09-26,11
2016-09-27,03
2016-09-27,03
2016-09-27,03
2016-09-27,03
2016-09-27,03
2016-09-27,11
2016-09-27,03
2016-09-27,03
2016-09-27,11
2016-09-27,03
2016-09-27,11
2016-09-27,03
2016-09-28,11
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-28,03
2016-09-29,03
2016-09-29,03
2016-09-29,03
2016-09-30,03
2016-09-30,11
2016-09-30,11
2016-10-03,11
2016-10-03,11
2016-10-03,03
2016-10-03,03
2016-10-03,03
2016-10-03,03
2016-10-03,03
2016-10-04,03
2016-10-04,03
2016-10-04,03
2016-10-04,11
2016-10-04,03
2016-10-04,03
2016-10-04,11
2016-10-04,03
2016-10-04,03
2016-10-04,03
2016-10-05,12
2016-10-05,11
2016-10-05,03
2016-10-05,03
2016-10-05,03
2016-10-05,03
2016-10-05,11
2016-10-05,03
2016-10-05,11
2016-10-05,03
2016-10-05,11
2016-10-06,03
2016-10-06,03
2016-10-06,03
2016-10-06,03
2016-10-07,03
2016-10-07,11
2016-10-07,03
2016-10-07,03
2016-10-07,11
2016-10-10,03
2016-10-10,11
2016-10-10,03
2016-10-10,03
2016-10-11,03
2016-10-11,11
2016-10-11,03
2016-10-11,11
2016-10-11,03
2016-10-11,03
2016-10-11,11
2016-10-11,03
2016-10-12,03
2016-10-12,11
2016-10-12,03
2016-10-12,03
2016-10-12,03
2016-10-12,11
2016-10-12,03
2016-10-12,12
2016-10-12,03
2016-10-12,03
2016-10-13,11
2016-10-13,03
2016-10-13,03
2016-10-13,11
2016-10-13,03
2016-10-13,03
2016-10-13,11
2016-10-14,12
2016-10-17,11
2016-10-17,03
2016-10-17,03
2016-10-17,03
2016-10-18,11
2016-10-18,11
2016-10-18,12
2016-10-18,11
2016-10-18,11
2016-10-18,03
2016-10-19,03
2016-10-19,11
2016-10-19,11
2016-10-19,12
2016-10-19,11
2016-10-19,03
2016-10-19,12
2016-10-19,03
2016-10-20,03
2016-10-20,03
2016-10-20,11
2016-10-20,11
2016-10-20,03
2016-10-20,03
2016-10-21,12
2016-10-21,03
2016-10-21,12
2016-10-21,11
2016-10-25,03
2016-10-25,11
2016-10-25,03
2016-10-25,03
2016-10-25,03
2016-10-25,03
2016-10-25,03
2016-10-25,03
2016-10-25,03
2016-10-26,12
2016-10-26,11
2016-10-26,11
2016-10-26,03
2016-10-26,03
2016-10-26,03
2016-10-26,11
2016-10-26,03
2016-10-26,03
2016-10-27,11
2016-10-27,03
2016-10-27,03
2016-10-27,11
2016-10-27,03
2016-10-28,03
2016-10-31,11
2016-11-02,11
2016-11-02,03
2016-11-02,11
2016-11-02,03
2016-11-02,11
2016-11-02,11
2016-11-02,03
2016-11-02,11
2016-11-02,03
2016-11-03,03
2016-11-03,12
2016-11-03,12
2016-11-03,11
2016-11-04,03
2016-11-04,03
2016-11-04,11
2016-11-07,03
2016-11-07,11
2016-11-07,03
2016-11-07,11
2016-11-07,03
2016-11-08,03
2016-11-08,03
2016-11-08,03
2016-11-08,11
2016-11-08,11
2016-11-08,03
2016-11-08,03
2016-11-09,11
2016-11-09,03
2016-11-09,11
2016-11-09,11
2016-11-09,11
2016-11-09,03
2016-11-09,03
2016-11-09,12
2016-11-10,11
2016-11-14,03
2016-11-14,11
2016-11-14,12
2016-11-14,32
2016-11-14,03
2016-11-14,03
2016-11-14,03
2016-11-14,11
2016-11-14,11
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,12
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-15,03
2016-11-16,03
2016-11-16,03
2016-11-16,03
2016-11-16,03
2016-11-16,03
2016-11-16,11
2016-11-17,03
2016-11-17,03
2016-11-17,03
2016-11-17,11
2016-11-18,11
2016-11-18,12
2016-11-18,12
2016-11-18,03
2016-11-18,11
2016-11-21,03
2016-11-21,11
2016-11-22,03
2016-11-22,11
2016-11-22,03
2016-11-22,12
2016-11-22,03
2016-11-22,11
2016-11-22,03
2016-11-23,03
2016-11-23,03
2016-11-23,03
2016-11-23,21
2016-11-24,11
2016-11-24,03
2016-11-24,03
2016-11-24,03
2016-11-24,03
2016-11-24,11
2016-11-25,11
2016-11-25,03
2016-11-25,12
2016-11-25,11
2016-11-28,11
2016-11-28,03
2016-11-28,03
2016-11-28,03
2016-11-29,11
2016-11-29,03
2016-11-29,21
2016-11-29,11
2016-11-29,03
2016-11-29,11
2016-11-29,11
2016-11-29,03
2016-11-29,11
2016-11-29,03
2016-11-29,03
2016-11-30,11
2016-12-01,03
2016-12-01,03
2016-12-01,03
2016-12-01,03
2016-12-01,03
2016-12-05,03
2016-12-05,03
2016-12-05,03
2016-12-06,03
2016-12-06,03
2016-12-06,11
2016-12-06,03
2016-12-06,11
2016-12-07,03
2016-12-07,11
2016-12-07,03
2016-12-07,03
2016-12-07,03
2016-12-07,03
2016-12-07,11
2016-12-07,03
2016-12-07,03
2016-12-07,03
2016-12-07,03
2016-12-07,21
2016-12-07,03
2016-12-07,03
2016-12-08,03
2016-12-08,03
2016-12-08,03
2016-12-09,03
2016-12-09,11
2016-12-09,11
2016-12-12,03
2016-12-12,03
2016-12-12,03
2016-12-12,11
2016-12-12,03
2016-12-13,11
2016-12-13,03
2016-12-13,12
2016-12-14,03
2016-12-14,11
2016-12-14,03
2016-12-14,03
2016-12-14,03
2016-12-14,12
2016-12-15,11
2016-12-16,03
2016-12-16,03
2016-12-19,11
2016-12-20,03
2016-12-21,03
2016-12-21,11
2016-12-21,11
2016-12-21,03
2016-12-22,11
2016-12-22,03
2016-12-22,03
2016-12-22,11
2016-12-27,03
2017-01-02,03
2017-01-03,12
2017-01-04,03
2017-01-04,03
2017-01-05,11
2017-01-09,11
2017-01-10,12
2017-01-10,03
2017-01-10,03
2017-01-10,03
2017-01-11,11
2017-01-11,03
2017-01-17,03
2017-01-17,03
2017-01-18,03
2017-01-18,03
2017-01-18,11
2017-01-18,03
2017-01-18,03
2017-01-19,11
2017-01-19,03
2017-01-20,03
2017-01-20,03
2017-01-24,03
2017-01-27,03
2017-01-30,12
2017-01-31,12
2017-01-31,11
2017-02-02,03
2017-02-02,03
2017-02-02,11
2017-02-03,03
2017-02-06,11
2017-02-06,03
2017-02-06,03
2017-02-07,03
2017-02-07,03
2017-02-08,03
2017-02-08,11
2017-02-08,03
2017-02-13,11
2017-02-14,03
2017-02-14,03
2017-02-14,03
2017-02-17,03
2017-02-20,03
2017-02-20,03
2017-02-21,03
2017-02-23,03
2017-02-24,03
2017-02-28,03
2017-02-28,11
2017-03-01,03
2017-03-01,11
2017-03-01,12
2017-03-01,03
2017-03-03,03
2017-03-03,12
2017-03-06,03
2017-03-08,03
2017-03-08,03
2017-03-09,03
2017-03-10,03
2017-03-13,03
2017-03-13,11
2017-03-15,03
2017-03-15,11
2017-03-16,03
2017-03-21,03
2017-03-21,03
2017-03-21,11
2017-03-21,03
2017-03-22,03
2017-03-22,03
2017-03-24,03
2017-03-27,11
2017-03-28,11
2017-03-28,03
2017-03-28,11
2017-03-28,03
2017-03-29,12
2017-03-31,11
2017-03-31,03
2017-04-05,03
2017-04-05,03
2017-04-07,03
2017-04-10,03
2017-04-18,03
2017-04-19,03
2017-04-19,03
2017-04-24,03
2017-04-25,03
2017-04-26,03
2017-04-26,11
2017-05-04,03
2017-05-09,03
2017-05-10,03
2017-05-10,03
2017-05-10,11
2017-05-11,11
2017-05-12,03
2017-05-15,03
2017-05-17,03
2017-05-17,03
2017-05-17,11
2017-05-18,03
2017-05-22,11
2017-05-22,21
2017-05-29,03
2017-06-01,03
2017-06-07,11
2017-06-08,11
2017-06-12,12
2017-06-13,03
2017-06-13,03
2017-06-14,03
2017-06-14,03
2017-06-14,03
2017-06-20,03
2017-06-20,11
2017-06-21,11
2017-06-21,03
2017-06-22,03
2017-07-03,03
2017-07-04,03
2017-07-05,03
2017-07-07,03
2017-07-11,03
2017-07-13,03
2017-07-17,11
2017-07-18,03
2017-07-19,03
2017-07-19,11
2017-07-20,03
2017-07-24,03
2017-07-25,03
2017-07-25,03
2017-07-27,03
2017-07-28,03
2017-08-21,03
2017-08-23,03
2017-08-29,03
2017-08-31,03
2017-09-04,03
2017-09-05,03
2017-09-05,11
2017-09-06,03
2017-09-08,03
2017-09-18,03
2017-09-18,12
2017-09-18,12
2017-09-18,03
2017-09-20,03
2017-09-20,11
2017-09-26,03
2017-10-03,03
2017-10-04,03
2017-10-05,03
2017-10-06,03
2017-10-09,03
2017-10-10,11
2017-10-11,03
2017-10-13,11
2017-10-16,11
2017-10-18,03
2017-10-19,12
2017-11-06,11
2017-11-08,11
2017-11-08,03
2017-11-14,03
2017-11-16,03
2017-11-21,03
2017-11-23,03
2017-11-23,11
2017-11-28,11
2017-11-28,03
2017-11-29,03
2017-11-30,03
2017-12-06,03
2017-12-12,03
2017-12-12,11
2017-12-15,11
2017-12-21,03
2017-12-22,03
2017-12-28,03
2018-01-08,03
2018-01-09,03
2018-01-10,03
2018-01-10,03
2018-01-11,03
2018-01-11,03
2018-01-16,03
2018-01-16,12
2018-01-22,03
2018-01-30,11
2018-01-31,03
2018-02-02,12
2018-02-06,03
2018-02-20,03
2018-02-23,11
2018-02-27,03
2018-03-07,03
2018-03-13,11
2018-03-14,03
2018-03-14,03
2018-03-28,03
2018-04-09,12
2018-04-10,11
2018-04-11,11
2018-04-12,03
2018-04-19,03
2018-04-19,11
2018-04-23,11
2018-04-25,11
2018-04-30,11
2018-05-02,11
2018-05-03,03
2018-05-03,03
2018-05-15,03
2018-05-15,03
2018-05-16,03
2018-05-23,03
2018-05-30,03
2018-06-06,12
2018-06-14,03
2018-06-20,12
2018-06-20,03
2018-06-25,03
2018-06-26,11
2018-06-27,03
2018-06-29,03
2018-07-02,03
2018-07-03,12
2018-07-05,03
2018-07-05,03
2018-07-13,03
2018-07-19,03
2018-07-19,03
2018-07-24,11
2018-07-25,03
2018-08-02,11
2018-08-07,03
2018-08-23,11
2018-09-04,03
2018-09-05,11
2018-09-06,03
2018-09-07,03
2018-09-07,03
2018-09-12,21
2018-09-13,03
2018-09-19,11
2018-09-19,11
2018-09-19,11
2018-09-21,03
2018-09-26,12
2018-09-26,03
2018-09-28,03
2018-10-01,03
2018-10-01,11
2018-10-05,03
2018-10-10,11
2018-10-11,03
2018-10-15,03
2018-10-15,12
2018-10-18,21
2018-10-19,11
2018-10-24,03
2018-10-26,03
2018-10-30,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,11
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,12
2018-10-31,22
2018-11-05,03
2018-11-05,12
2018-11-06,03
2018-11-07,11
2018-11-07,03
2018-11-07,03
2018-11-07,03
2018-11-07,03
2018-11-07,03
2018-11-07,03
2018-11-07,11
2018-11-12,11
2018-11-13,11
2018-11-13,03
2018-11-14,11
2018-11-14,21
2018-11-14,11
2018-11-14,11
2018-11-15,03
2018-11-16,11
2018-11-21,11
2018-11-22,03
2018-11-27,03
2018-11-27,31
2018-11-27,03
2018-11-27,03
2018-11-27,11
2018-11-27,21
2018-11-27,11
2018-11-28,21
2018-11-28,03
2018-11-29,03
2018-12-03,03
2018-12-03,03
2018-12-03,03
2018-12-03,03
2018-12-03,03
2018-12-03,03
2018-12-03,11
2018-12-04,11
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,11
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,12
2018-12-04,03
2018-12-04,03
2018-12-04,03
2018-12-04,21
2018-12-04,11
2018-12-04,03
2018-12-04,11
2018-12-04,03
2018-12-04,11
2018-12-04,11
2018-12-04,03
2018-12-05,03
2018-12-05,11
2018-12-05,03
2018-12-05,03
2018-12-05,03
2018-12-05,03
2018-12-05,03
2018-12-05,03
2018-12-05,12
2018-12-05,12
2018-12-05,11
2018-12-05,03
2018-12-05,03
2018-12-05,11
2018-12-05,11
2018-12-05,03
2018-12-05,12
2018-12-06,11
2018-12-06,03
2018-12-06,03
2018-12-06,12
2018-12-06,03
2018-12-06,03
2018-12-06,03
2018-12-06,03
2018-12-07,03
2018-12-07,03
2018-12-07,03
2018-12-10,12
2018-12-10,03
2018-12-10,12
2018-12-10,03
2018-12-10,03
2018-12-10,03
2018-12-10,11
2018-12-11,11
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,12
2018-12-11,03
2018-12-11,11
2018-12-11,22
2018-12-11,03
2018-12-11,03
2018-12-11,11
2018-12-11,11
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,03
2018-12-11,11
2018-12-11,03
2018-12-11,03
2018-12-12,11
2018-12-12,03
2018-12-12,11
2018-12-12,03
2018-12-12,12
2018-12-12,03
2018-12-12,03
2018-12-12,03
2018-12-12,03
2018-12-12,11
2018-12-12,03
2018-12-12,03
2018-12-12,03
2018-12-13,03
2018-12-13,03
2018-12-13,11
2018-12-13,03
2018-12-13,11
2018-12-13,12
2018-12-13,12
2018-12-13,11
2018-12-14,03
2018-12-14,03
2018-12-14,03
2018-12-14,11
2018-12-14,11
2018-12-17,03
2018-12-17,11
2018-12-17,11
2018-12-17,03
2018-12-17,03
2018-12-17,11
2018-12-17,11
2018-12-17,03
2018-12-17,03
2018-12-17,03
2018-12-17,03
2018-12-18,11
2018-12-18,03
2018-12-18,11
2018-12-18,03
2018-12-18,03
2018-12-18,03
2018-12-18,03
2018-12-18,11
2018-12-18,03
2018-12-18,31
2018-12-18,03
2018-12-19,03
2018-12-19,11
2018-12-19,03
2018-12-19,12
2018-12-19,11
2018-12-19,03
2018-12-19,03
2018-12-19,03
2018-12-19,12
2018-12-19,11
2018-12-19,03
2018-12-19,03
2018-12-19,12
2018-12-19,11
2018-12-19,03
2018-12-19,03
2018-12-19,11
2018-12-20,03
2018-12-20,03
2018-12-20,21
2018-12-20,03
2018-12-20,03
2018-12-20,03
2018-12-20,11
2018-12-20,03
2018-12-20,11
2018-12-20,03
2018-12-20,03
2018-12-21,03
2018-12-21,11
2018-12-21,03
2018-12-21,12
2018-12-21,22
2018-12-21,12
2018-12-21,03
2018-12-26,03
2018-12-26,21
2018-12-27,03
2018-12-27,03
2018-12-27,11
2018-12-27,03
2018-12-27,11
2018-12-27,11
2018-12-27,21
2018-12-27,11
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,03
2018-12-28,11
2018-12-28,11
2018-12-28,12
2018-12-28,12
2018-12-28,11
2019-01-02,12
2019-01-03,21
2019-01-03,12
2019-01-03,03
2019-01-03,03
2019-01-07,03
2019-01-07,03
2019-01-07,11
2019-01-07,03
2019-01-07,11
2019-01-07,12
2019-01-07,03
2019-01-07,03
2019-01-07,12
2019-01-07,22
2019-01-07,21
2019-01-07,11
2019-01-08,11
2019-01-08,03
2019-01-08,12
2019-01-08,03
2019-01-08,03
2019-01-08,03
2019-01-08,03
2019-01-08,11
2019-01-08,12
2019-01-08,11
2019-01-08,12
2019-01-08,03
2019-01-08,11
2019-01-08,03
2019-01-08,11
2019-01-08,11
2019-01-08,11
2019-01-08,03
2019-01-08,11
2019-01-08,03
2019-01-09,03
2019-01-09,11
2019-01-09,11
2019-01-09,11
2019-01-09,11
2019-01-09,03
2019-01-09,03
2019-01-09,11
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,11
2019-01-09,11
2019-01-09,03
2019-01-09,11
2019-01-09,12
2019-01-09,12
2019-01-09,03
2019-01-09,11
2019-01-09,03
2019-01-09,11
2019-01-09,12
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,03
2019-01-09,12
2019-01-09,03
2019-01-09,03
2019-01-10,03
2019-01-10,12
2019-01-10,11
2019-01-10,11
2019-01-10,11
2019-01-10,12
2019-01-10,11
2019-01-10,11
2019-01-10,03
2019-01-10,03
2019-01-10,03
2019-01-10,11
2019-01-10,03
2019-01-10,12
2019-01-11,03
2019-01-11,11
2019-01-11,11
2019-01-11,03
2019-01-11,03
2019-01-11,11
2019-01-11,03
2019-01-14,03
2019-01-14,03
2019-01-14,03
2019-01-14,21
2019-01-14,11
2019-01-14,03
2019-01-14,03
2019-01-14,11
2019-01-14,03
2019-01-14,11
2019-01-14,11
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,11
2019-01-15,03
2019-01-15,03
2019-01-15,12
2019-01-15,11
2019-01-15,12
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,11
2019-01-15,03
2019-01-15,11
2019-01-15,03
2019-01-15,12
2019-01-15,03
2019-01-15,03
2019-01-15,11
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,11
2019-01-15,03
2019-01-15,03
2019-01-15,03
2019-01-15,12
2019-01-16,03
2019-01-16,03
2019-01-16,03
2019-01-16,11
2019-01-16,03
2019-01-16,03
2019-01-16,03
2019-01-16,12
2019-01-16,11
2019-01-16,03
2019-01-16,03
2019-01-16,12
2019-01-16,12
2019-01-16,22
2019-01-16,12
2019-01-16,03
2019-01-16,11
2019-01-16,03
2019-01-16,11
2019-01-16,03
2019-01-16,11
2019-01-16,03
2019-01-16,12
2019-01-16,03
2019-01-16,03
2019-01-17,03
2019-01-17,03
2019-01-17,11
2019-01-17,21
2019-01-17,03
2019-01-17,03
2019-01-17,03
2019-01-17,12
2019-01-17,03
2019-01-18,11
2019-01-18,03
2019-01-18,21
2019-01-18,12
2019-01-18,11
2019-01-18,12
2019-01-18,11
2019-01-21,03
2019-01-21,11
2019-01-21,03
2019-01-21,11
2019-01-21,11
2019-01-21,11
2019-01-21,03
2019-01-21,11
2019-01-22,11
2019-01-22,03
2019-01-22,12
2019-01-22,03
2019-01-22,03
2019-01-22,11
2019-01-22,03
2019-01-22,11
2019-01-22,11
2019-01-22,12
2019-01-22,12
2019-01-22,12
2019-01-22,03
2019-01-22,03
2019-01-23,22
2019-01-23,03
2019-01-23,11
2019-01-23,03
2019-01-23,03
2019-01-23,12
2019-01-23,03
2019-01-23,03
2019-01-23,03
2019-01-23,03
2019-01-23,21
2019-01-23,03
2019-01-23,12
2019-01-23,11
2019-01-23,03
2019-01-23,11
2019-01-23,11
2019-01-23,11
2019-01-24,03
2019-01-24,03
2019-01-24,03
2019-01-24,03
2019-01-24,03
2019-01-24,22
2019-01-24,03
2019-01-24,11
2019-01-24,03
2019-01-24,11
2019-01-24,03
2019-01-24,03
2019-01-24,11
2019-01-24,11
2019-01-24,11
2019-01-24,11
2019-01-24,12
2019-01-24,12
2019-01-24,12
2019-01-25,03
2019-01-25,12
2019-01-25,11
2019-01-25,21
2019-01-25,03
2019-01-25,11
2019-01-28,11
2019-01-28,22
2019-01-28,03
2019-01-28,11
2019-01-28,03
2019-01-28,03
2019-01-28,03
2019-01-28,03
2019-01-28,11
2019-01-28,03
2019-01-28,03
2019-01-28,03
2019-01-28,03
2019-01-29,03
2019-01-29,03
2019-01-29,12
2019-01-29,11
2019-01-29,03
2019-01-29,12
2019-01-29,11
2019-01-29,11
2019-01-29,03
2019-01-29,11
2019-01-29,03
2019-01-29,03
2019-01-29,12
2019-01-29,03
2019-01-29,03
2019-01-29,03
2019-01-29,03
2019-01-29,11
2019-01-29,11
2019-01-29,03
2019-01-29,11
2019-01-29,03
2019-01-29,03
2019-01-30,11
2019-01-30,12
2019-01-30,11
2019-01-30,11
2019-01-30,03
2019-01-30,03
2019-01-30,03
2019-01-30,03
2019-01-30,12
2019-01-30,03
2019-01-30,11
2019-01-30,03
2019-01-30,03
2019-01-30,03
2019-01-30,03
2019-01-30,03
2019-01-30,11
2019-01-31,03
2019-01-31,12
2019-01-31,12
2019-01-31,03
2019-01-31,03
2019-01-31,11
2019-01-31,03
2019-01-31,03
2019-01-31,03
2019-01-31,03
2019-01-31,11
2019-01-31,11
2019-01-31,12
2019-01-31,12
2019-01-31,21
2019-01-31,03
2019-01-31,03
2019-01-31,03
2019-01-31,11
2019-01-31,12
2019-01-31,11
2019-01-31,03
2019-01-31,11
2019-01-31,22
2019-02-01,11
2019-02-01,03
2019-02-01,03
2019-02-01,03
2019-02-01,03
2019-02-01,12
2019-02-02,12
2019-02-04,03
2019-02-04,11
2019-02-04,12
2019-02-04,03
2019-02-04,03
2019-02-04,11
2019-02-04,03
2019-02-04,11
2019-02-04,21
2019-02-05,03
2019-02-05,03
2019-02-05,03
2019-02-05,12
2019-02-05,03
2019-02-05,03
2019-02-05,11
2019-02-05,12
2019-02-05,03
2019-02-05,03
2019-02-05,03
2019-02-05,12
2019-02-05,12
2019-02-05,03
2019-02-06,11
2019-02-06,12
2019-02-06,12
2019-02-06,03
2019-02-06,03
2019-02-06,03
2019-02-06,03
2019-02-06,11
2019-02-06,03
2019-02-06,03
2019-02-06,11
2019-02-06,11
2019-02-06,11
2019-02-06,12
2019-02-06,11
2019-02-06,03
2019-02-06,03
2019-02-06,03
2019-02-06,12
2019-02-06,03
2019-02-06,03
2019-02-06,03
2019-02-06,11
2019-02-06,03
2019-02-07,11
2019-02-07,11
2019-02-07,03
2019-02-07,11
2019-02-07,03
2019-02-07,11
2019-02-07,03
2019-02-07,12
2019-02-07,12
2019-02-07,12
2019-02-07,03
2019-02-07,12
2019-02-07,03
2019-02-07,11
2019-02-07,11
2019-02-07,11
2019-02-08,03
2019-02-08,12
2019-02-08,12
2019-02-08,03
2019-02-08,11
2019-02-08,03
2019-02-08,12
2019-02-08,11
2019-02-11,11
2019-02-11,03
2019-02-12,03
2019-02-12,03
2019-02-12,03
2019-02-12,11
2019-02-12,11
2019-02-12,12
2019-02-12,11
2019-02-12,03
2019-02-12,12
2019-02-12,11
2019-02-12,03
2019-02-12,11
2019-02-12,03
2019-02-12,03
2019-02-12,03
2019-02-12,03
2019-02-12,03
2019-02-12,11
2019-02-12,11
2019-02-12,12
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-13,03
2019-02-14,11
2019-02-14,21
2019-02-14,11
2019-02-14,03
2019-02-14,11
2019-02-18,03
2019-02-18,03
2019-02-18,03
2019-02-18,03
2019-02-18,11
2019-02-18,03
2019-02-18,03
2019-02-18,11
2019-02-18,03
2019-02-19,03
2019-02-19,03
2019-02-19,03
2019-02-19,03
2019-02-19,11
2019-02-19,12
2019-02-19,03
2019-02-19,11
2019-02-19,11
2019-02-19,03
2019-02-19,03
2019-02-19,11
2019-02-19,03
2019-02-19,12
2019-02-20,22
2019-02-20,11
2019-02-20,03
2019-02-20,03
2019-02-20,03
2019-02-20,12
2019-02-20,03
2019-02-20,11
2019-02-20,11
2019-02-20,03
2019-02-20,11
2019-02-20,11
2019-02-20,12
2019-02-20,11
2019-02-20,03
2019-02-20,03
2019-02-20,11
2019-02-20,12
2019-02-20,03
2019-02-20,03
2019-02-20,03
2019-02-20,11
2019-02-21,03
2019-02-21,03
2019-02-21,22
2019-02-21,11
2019-02-21,03
2019-02-21,03
2019-02-21,03
2019-02-22,03
2019-02-22,03
2019-02-22,11
2019-02-22,03
2019-02-25,03
2019-02-25,12
2019-02-25,03
2019-02-25,11
2019-02-25,03
2019-02-25,11
2019-02-25,11
2019-02-25,03
2019-02-25,03
2019-02-26,11
2019-02-26,03
2019-02-26,11
2019-02-26,11
2019-02-26,11
2019-02-26,03
2019-02-26,11
2019-02-26,11
2019-02-26,03
2019-02-27,03
2019-02-27,12
2019-02-27,03
2019-02-27,03
2019-02-27,12
2019-02-27,11
2019-02-27,12
2019-02-27,11
2019-02-27,11
2019-02-27,03
2019-02-27,03
2019-02-27,11
2019-02-27,11
2019-02-27,03
2019-02-27,12
2019-02-27,12
2019-02-27,11
2019-02-27,11
2019-02-27,11
2019-02-27,11
2019-02-27,11
2019-02-28,11
2019-02-28,11
2019-02-28,03
2019-02-28,03
2019-02-28,12
2019-02-28,03
2019-03-01,03
2019-03-01,11
2019-03-01,12
2019-03-01,11
2019-03-01,12
2019-03-01,03
2019-03-01,11
2019-03-01,22
2019-03-01,21
2019-03-01,12
2019-03-04,03
2019-03-04,03
2019-03-04,11
2019-03-04,03
2019-03-04,03
2019-03-04,03
2019-03-04,12
2019-03-04,12
2019-03-04,12
2019-03-04,03
2019-03-04,03
2019-03-04,03
2019-03-04,11
2019-03-05,03
2019-03-05,11
